Nama Pengguna;Skor (Bintang);Ulasan Teks;Tanggal Ulasan;Balasan Pengembang;Jumlah Like;ID Ulasan
Atholib498 AA;3;tolong dong, ini gangguan lama banget. kebutuhan urgent;2025-09-29 01:19:56;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;72bcee69-4cbf-4099-af80-9a4c52d7b58a
Amad Mad;1;kenapa ga bisa dibuka mohon dibantu;2025-09-29 01:19:29;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;8d532965-5163-4054-a385-a5828a050e37
Moh Ridwan Hidayat;1;Katanya bank terbaik, tetapi errornya lama betul;2025-09-29 01:19:28;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;d7fe82df-9726-4c32-a543-5e958e5fa674
Christine Yuliana;1;makin kesini makin lemot, merah mulu. menghambat transaksi jadinya...;2025-09-29 01:19:13;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;d76bf86b-75fa-4b58-be09-a6f74843ad71
Muhammad Zaki;1;Aplikasinya parah,bikin menghambat bisnis aja. mau tranfer indikator nya merah terus. perbaikan sampai kapan? lama-lama pindah ke bank BUMN juga;2025-09-29 01:18:48;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;663af6db-2008-48d2-bd1e-899fe7595e9d
E9aming;1;Buruk dalam penanganan error;2025-09-29 01:18:33;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;4790c130-1dfe-40d2-b2bd-afd02ce1ad6f
Vega Audia;1;sejak di update ga bs dibuka, muncul tulisan koneksi internet terputus, pdhal sdh pakai data, pake wifi pun sm ga bs jg;2025-09-29 01:18:17;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;61534fc9-fba1-45eb-87e1-421ecac36db3
Rody Arjaya;5;pengajuannya cepat apakah permohonan di acc;2025-09-29 01:18:04;Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.;0;e17e8322-17c6-4c7a-bc16-2f0198fb742c
Yaaelah Kim;1;eror nya lama,, sangat menggangu aktifitas;2025-09-29 01:17:30;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;066c1387-63be-44f2-9ee5-ec7e06b507c8
Hafiz wijaya;1;Woi gua gabisa buka aplikasinya. muter2 doang. sinyal gua bagus, nyatanya gua uninstall aplikasi lu trus gua donlod lagi bisa. Tapi anehnya gua GABISA MASUK ke akun gua! sekelas bca ko gini amat. Memalukan!! Gua mau pake! segera lu perbaiki tuh aplikasi lu! jgn makan gaji buta nanti penyakitnya aneh2 lu, udah makan bunga, makan potongan bulanan tapi kerja kagak! aplikasi gabisa di akses WOI!!;2025-09-29 01:17:13;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;4bb4b009-872d-49f4-a173-220296e9d5f1
moufik rifai;1;ini gimana ceritanya gangguan sampe selama ini hadeeh kecewa;2025-09-29 01:17:02;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;ce5876d2-05e7-4d6b-ac14-3e2ed62d5b5c
Sibenk JR;3;gangguan mulu.. susah buka M-banking nyaa;2025-09-29 01:17:01;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;b97cefff-6fe4-481d-95cb-50fd3018e3a6
Fauzan Fajri;1;koneksi terputus saya ulang sampai lebih dari 30x, baik itu menggunakan wifi atau kuota pribadi. hadeh mempersulit transaksi aja.;2025-09-29 01:17:00;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;1;451fdcd5-b3bd-471a-b1f8-8c5b5cc334d0
Devan Kumar;1;kadang suka buat naik emosi lampu merah nya mau Sampai 1 harian;2025-09-29 01:16:46;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;92d98b9c-9aa1-4113-956a-91e7b33c8354
Tomi Ika;1;makin kesini,makin kacau dan sangat buruk;2025-09-29 01:16:41;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;f65d26e8-00f6-4c33-abc5-416cb7ac88a0
Maulana Fajarf;2;ini indikator berwarna merah trus ga hijau saya ga bisa transaksi;2025-09-29 01:16:07;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;d01da7e8-2d5b-4ca4-9bdf-fce6b75d79ce
Muhamad Fazrian;1;parah si dari jam 6 pagi bener² gk bisa dibuka sampai sekarang bank sebesar di indo nanganin eror lama banget.(kecewa);2025-09-29 01:15:46;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;2fc4926b-fa31-4edd-8b10-ad2dbf7add59
Luthfi Zulfiansyah;1;mau transaksi gabisa², ngecek saldo juga gabisa..gimana ini gajelas ditungguin berjam² masih begini aja aplikasinya;2025-09-29 01:15:36;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;ed811713-6d71-490b-b4f1-800462a468cf
Edys Bima;5;Hari tanggal 29 September buka App M-BCA susah massagenya koneksi internet. perangkat VIVO Y12s;2025-09-29 01:15:31;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;3d70c2e8-7ebd-45aa-bca2-57dbe151aecd
Yusuf Wildan Setiawan;4;gangguan server kah hari ini?;2025-09-29 01:15:06;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;d0813551-93a1-4186-af6f-b47d79d25407
Haliza;1;adooo.. cemananya ini mobile banking nya. w uda restart HP bolak-balik trs uda update apk ny jg tp smpe skrg gabisa2 jg terbuka..;2025-09-29 01:15:04;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;3a42cd5c-0924-45d7-96ea-40b0cb97ecdb
Yandi Suhandi;3;Ko sekarang2 Susah dibuka ya aplikasinya,lampu nya merah terus,.aplikasi lain aman2 saja digunakan,.kalau emang jaringan disini jelek harusnya aplikasi lain juga tidak bisa dipakai..;2025-09-29 01:15:04;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;57bd653c-f402-49ca-bf5e-af19cf042d5d
dwi cahyadi;3;sekarang lemot dan sering error;2025-09-29 01:15:02;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;6d8ab5dc-8e76-4744-a2cc-c959912de908
Muchamad Sopian;2;sering baget eror;2025-09-29 01:15:00;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;4605b03e-c26c-4229-87b4-c3c6e49a5a2f
kerel ganteng;1;mau transaksi tidak dpt diproses terus tu gimana y tolong perbaiki;2025-09-29 01:14:36;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;d277ca7a-0342-41ca-8ce8-704513be1764
kareza nataza;3;kenapa mbanking nya susah dibuka?;2025-09-29 01:14:35;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;a27667a0-8f8a-4004-bf90-e03cceb3d135
Fahrul R;1;Kenapa ini merah terus;2025-09-29 01:14:31;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;61c2e8c9-69c0-4b95-b46a-8f215ec4f95e
Mahmud Purnawan;5;sip lah;2025-09-29 01:13:59;Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.;0;18b8bbcb-2902-4fc7-bd3d-7a18c0f7011a
Khen holong Tsidkenu;1;oi aplikasi lu lemot parah nih;2025-09-29 01:13:55;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;75ba3240-165d-409f-9461-87a1f5e433d7
Meisya 159;1;ini kenapa ya pagi mau tranfer lemot kluar sendiri .sinyal hilang padahal di bank lain bagus;2025-09-29 01:13:23;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;42ee6787-8eda-44e6-809c-88190c761ee1
Ayu Elvania;1;kenapa ini kok ngak bisa di pakai aja padahal penting banget keburu buat byar;2025-09-29 01:13:23;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;7349477e-1d93-46f8-bf3a-47bab02824a3
Adam Pujiyanto;1;parah bisa bisa nya gangguan lebih dari 5mnt,aplikasi ini banyak yg pake tapi duh makin ribet terus makin sering gangguan jaringan merah terus 😌;2025-09-29 01:12:48;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;404ad356-6999-4feb-9063-ba35bf602055
Mang Adeung;1;gmna ini eror kaya gini hadeuh mau transaksi jdi terhalang,sampe hapus data kirain saya hp saya yg lagi bermasalah.....kecewa bgt hari ini;2025-09-29 01:11:58;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;489b9094-8b37-472d-8ce6-82c8249b7f4d
DityaSA;1;perhari ini merah terus sir,susah TF benerin lah nyusahin;2025-09-29 01:11:46;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;66436ca7-5692-4304-b197-e9eddc0eadc9
Abdulaziz Aziz;1;aplikasi gajelas dikit2 gangguan;2025-09-29 01:11:43;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;dfae1858-440c-48ec-80b2-2ac640cc039f
Hllmr Motovlog;1;Jaringan ada, data ada. tapi pas buka apk mbca malah indikator nya merah terus. padahal buka apk lain bisa. di update malah aneh;2025-09-29 01:11:33;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;edca61d6-0456-47d2-86b8-fe9811e2b245
fauzan Naufal;1;kebiasaan selalu eror teruss bca;2025-09-29 01:10:58;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;3a717a21-8a69-4cdb-a223-7ee42c994719
Sahrul Gunawan;2;min, ini kenapa akun bca mobile saya lampu indikatornya merah terus, padahal koneksi aman aman aja, tolong dong di benerin lagi. saya mau transaksi jadi susah ini.;2025-09-29 01:10:51;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;e2a2ca53-1f7c-4f62-8d7b-cd9cae5b3a8a
radhea ar;1;semakin gk bisa dibuka sering gangguan gajelas;2025-09-29 01:10:50;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;39164c9b-81c7-4d29-810a-49f90de03a28
Jumad Soleh;1;bgst,, lagi dibutuhin buat transaksi indikator meerah terus. pengembangan tolol,aplikasi lu gk berkembang. yg ada bikin susah pengguna;2025-09-29 01:10:28;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;87084b0d-19a5-49e4-af70-baa38e8af907
socer Ajal-ajal;1;sering bgt login lampu merh trus,,gk bisa buat trnsaksi,,di samsung s24;2025-09-29 01:10:27;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;9f968a0a-6ce0-4f33-b071-f0fc705ab98e
Slamet Riyandi;5;beraman berpokok berlancar bersemua..;2025-09-29 01:10:17;Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.;0;2845d376-6b98-47bb-bd5e-cb89bff87599
Firstio A. L.;1;server lemot, padahal coba speed test dan buka aplikasi lain lancar dan cepat.;2025-09-29 01:10:15;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;b486d620-95e8-4c6e-9119-023da0804e72
Alwi Amarullah;1;error terus, mau dipakai susah;2025-09-29 01:09:57;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;842b0b1e-91bc-4726-906f-53c1d89bf23a
aditya okky;1;sering sinyal merah padahal dibuat apa saja lancar!;2025-09-29 01:09:51;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;0097758f-debc-4a7a-94e7-b23a91999597
Anwar Wahyudin;5;saat ini masih yang terbaik;2025-09-29 01:09:45;Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.;0;a22ec8e4-d7cf-4d57-9d77-83246503f4b2
Vivi Kurnia;1;apa sih mbanking ku gak bisa di buka, udah 5 hari error Mulu.... tolong perbaiki lah;2025-09-29 01:09:32;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;b4b18cdf-63f2-48c5-aaeb-aad9109535e1
Anggit Ferdiansyah;3;kenapa ga bisa buat transaksi lihat saldo ga bisa dan mau tf ga bisa kenapa ya bca mobile banking ini mohon infonya;2025-09-29 01:09:12;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;b26097c4-61ff-451c-a88a-8013061b4ce3
Ivahn Badai Caliandra;5;Banyak membantu;2025-09-29 01:09:09;Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.;0;9cca0dd3-c7b1-4734-b03d-338215419eb9
Ginanzar Subiradisastra;4;BCA mobile tidak bisa di buka 29_09_25;2025-09-29 01:08:55;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;929277b2-e90e-4a19-8f39-fd1957dec0a0
Hasbi Rojak;5;sangatt bangus memudahkan dalam transaksi;2025-09-29 01:08:47;Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.;0;40278dea-bde1-4be5-8755-26e8b2e06d2b
verina luhan;1;bca kenapa ya ini? apakah sedang down? sampai saya uninstall, mau masuk saja koneksi terputus terus menerus padahal internet baik2 saja;2025-09-29 01:08:40;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;a0e9548c-e13a-471a-ac53-cd78586ed3ea
Heriyana;4;setelah update tidak bisa masuk dengan notif koneksi tidak stabil padahal sinyal jaringan bagus dan kuota penuh...tolong di perbaiki segera ya Min;2025-09-29 01:08:29;Mohon maaf atas ketidaknyamanan. Sebelumnya terdapat informasi kendala dan pihak analis BCA telah konfirmasikan saat ini kendala tersebut sudah berangsur normal. Sehingga kami sarankan Bapak/Ibu dapat mencoba kembali secara berkala.;0;b305d56c-f4fd-4023-aa4c-9568dcd31b4c
