Nama Pengguna,Skor (Bintang),Ulasan Teks,Tanggal Ulasan,Balasan Pengembang,Jumlah Like,ID Ulasan
Neri Martalena,1,"Sudah dftar membayar, sering bug, nggak sesuai ekspetasi pula🙄",2025-08-21 05:31:13,,0,438cdc03-68d7-46dd-88d0-53d13206f734
padli padli bae,1,tidak bisa masuk ke netflik,2025-08-21 05:24:58,,0,194d7233-864a-49ba-a0c3-53282719dceb
Nabila Iyek,1,saldo kepotong sendiri padahal baru download gaada konfirmasi lagi ngeselim banget lemot minta ampun,2025-08-21 05:23:16,,0,f5adcead-2925-4425-86d0-76b9e7aa1665
Neneng Shazfa,2,"knp Netflix g bisa putar filmnya....aneh buruk, udh update Mash aja g bisa",2025-08-21 03:13:08,,0,4acc2e4c-1db7-43b0-ac4c-c019444bee08
Hermawan satria Joevanda,1,masa harus restart hp untuk nonton nya,2025-08-21 01:35:01,,0,89d54c22-da7b-406d-958a-e792f19249c6
Dapit Wahyudin,1,ribet amat Buat masuknya,2025-08-21 00:57:34,,0,c785cce1-9cf6-4e7d-af20-9e5fd5aa7186
Teguh Davit,1,"mohon perbaiki lagi masalah teknis loading sebelum menonton, selalu delay ""memuat"" disemua film, cek jaringan pengguna? saya tidak pernah ada masalah jaringan lemah dirumah semuanya stabil, mohon pihak netflix untuk memperbaiki masalah tersebut yang membuat pengguna netflix resah. terimakasih, saya berharap ada perubahan lebih baik.",2025-08-20 19:41:24,,215,3d6d6f15-7417-4812-b74e-1816ea5a07b9
Kafka Badog,4,hai min saya mau nanya nih padahal kan saya gk pakai vpn kok tetep kena vpnnya ya saya udah cari cari gk ketemu vpnnnya netflix saya dari tadi kek gitu mulu min soalnya,2025-08-20 16:07:06,,0,f9283160-ddd5-4d25-9d8b-ccc21b5d48e1
Alkindi Aloatuan,5,"saya kasi reting tinggi untuk kalian liatt, Netflix ini pendaftaran nya anehh",2025-08-20 15:23:10,,0,6b64fc2b-118b-4960-9fa8-dcb98468f119
Angelika Natalie,1,aplikasi ini gk jelas padahal udah kasih masuk email yang benar tapi dia bilang tidak menemukan alamat email jelas jelas udah benar aplikasi tolol gk jelas buat apa aplikasi ini di buat kalo gk bisa dipakai nonton hapus aja aplikasi ini dari play store aplikasi gk jelass,2025-08-20 14:59:28,,0,9c4ac041-cde1-4840-9644-c1c7a4619aee
Ahmad Yani,5,di coba dulu,2025-08-20 14:58:10,,0,e6d4bd93-baa2-4a8b-b2bc-42c73c2081f0
Kafeel saputra,1,netflix taik daftar ko bisa sandi salah aplikasi busuk,2025-08-20 13:27:17,,0,aa8c4156-63f7-472a-bd53-76c92e8e52f7
Aisyahawa,1,kenapa susah kali masuk nya..nyesel donlawd..hapus...,2025-08-20 13:27:05,,0,6bbc800f-ef9a-4f89-bf4c-109775e42af0
ferry mardian,5,Good Jobs... 👍👌,2025-08-20 13:20:48,,0,512a54b1-d650-4bac-8147-5c37d3dc0c94
Inal Fainali,5,okeh,2025-08-20 11:46:20,,0,bd0ab395-aefc-471e-bb51-25c47c82f2b6
Khairunnisa TBI 5B,5,Best bgt😍😍,2025-08-20 11:07:53,,0,bd41dd5e-6362-4a3d-b2e4-b61e9c1aa404
Putrs Delima,2,kadang keluar sendiri akunya terus tiba tiba gak bisa di masukin gak jelas,2025-08-20 10:02:05,,0,7ad2af78-1c14-4e14-bf44-1377abfa81c3
Candra Dewantoro,2,"sering ngga bisa dibuka di tv android, harus bolak balik instal uninstal😡😤😕",2025-08-20 09:19:42,,0,71561666-888a-41a2-978b-c6dfbb0ba7e9
agisna dwi leony,1,"bayar sekali belum juga nonton udh ada panduan buat restart alhasil data pembayaran hilang,disuruh login dan bayar lagi,tetep tidak bisa nonton,kalau dana tidak bisa dikembalikan,setidaknya sistemnya diperbaiki.2 kali lo bayar,tetep gabisa,akhirnya kuhapus aplikasinya",2025-08-20 03:12:10,,0,0106d85d-1bdb-443f-adaa-3bc96a1926c4
Rizkijohanes Pribadi,2,sy sudah bayar netflix & saldo sy sudah kepotong tp kenapa sy gak bs nonton,2025-08-20 01:30:45,,0,abc261ec-4550-429a-9052-fca5743032da
Muhammad Dafa,1,setiap mau nonton episode keluar terus berasa nonton di aplikasi bajakan padahal kan bayar,2025-08-20 01:11:08,,0,1236ceaa-6a87-4c99-87bb-6d0a43afde09
Silver Surfer,3,"sepertinya anda terhubung menggunakan vpn bla bla bla lah, padahal ngga anjir. yg lagi di tonton langsung ilang 😵‍💫",2025-08-19 14:36:32,,0,5c562347-695d-446f-a1f5-b38d65236e8c
Wnzzz!!! Wnzzz!!!,5,"sangat bagus. kita bisa menonton drama drama yang kita suka, semuanya ada disini, apalgi drama Korea, sangat lengkap di sini, kualitas juga baguuss. the best pokoknya",2025-08-19 13:16:10,,1,1879dd38-4095-45fd-bf38-11c9eaa1d769
Ridwan Shidiq,1,kurang kumaha jaringan alus tapi Lemott,2025-08-19 12:22:01,,0,d48c100d-19cc-4ae6-9757-d673268487eb
Aliip Aljidan,1,apk jore patut,2025-08-19 12:06:08,,0,c58afe10-787c-4d17-b10a-32c712110f26
Rehan pebrian cahyani,1,tolong kasih fitur mengganti kualitas secara manual 🙏🏻🙏🏻 please provide a feature to change the quality manually 🙏🏻🙏🏻,2025-08-19 11:43:25,,0,e36bf31f-fefa-4403-914b-0de782a93d8a
ivan lim,1,memuat 2 hari 😂😂 bayar tapi gak fungsi,2025-08-19 09:19:02,,0,d772d530-c344-4433-a1a9-21e509b9ff72
Budi Classic,5,good luck Netflix,2025-08-19 07:35:01,,0,5f9adcc9-d726-4b25-b9eb-07d7d451548e
lynxx,1,"stupid, sering ke logout sendiri padahal sandi dan email sudah benar",2025-08-19 07:24:39,,0,d683361a-841e-4c22-92cd-d7e53741932d
Aqmal Sifai,1,sangat jelek,2025-08-19 06:46:07,,0,4b30ba67-cb8f-4a91-8e43-d51e8afbfc24
Natt Rb,2,daftarnya susah anzing,2025-08-19 06:36:50,,0,d4b6736e-41fa-41e2-b4c9-45f2fa5eadd8
Muh Ramadhan,1,aplikasi gak bisa terbuka,2025-08-19 06:16:28,,0,65160eff-52c6-47a7-97da-a8c2fed1a153
J Lee93,1,"Eror ! ngk jelas tiba² ngk bisa di buka padahal sudah langganan, please di perbaiki !!!",2025-08-19 00:01:30,,0,46787a71-b21e-4829-bf70-e140b88691e9
Erick Troyudan,1,Aplikasi tdk bs di uninstall...bgmna gooplaystore.BERESSSIIINN.PAYYAAHH.,2025-08-18 18:11:47,,0,8f372af4-e159-4b70-8a44-7cfb756f6b48
Ahmad Tiar,1,kok saya tidak dapat menonton beberapa film aneh sekali.,2025-08-18 18:10:38,,0,dd898380-549d-4b35-901a-443d681477b7
Fifi Mustaghfiroh,3,"Makin kesini makin gak bagus aplikasi nya tiba"" suka keluar sendiri di tengah"" lagi nnton pas udah coba masuk lagi riwayat yg kita tonton udah gak ada pasien kita search di pencarian juga gak ada jadi kesel",2025-08-18 16:40:31,,0,2dfa3eb1-1334-42cf-bf00-c9b7df45f2a0
Erick Vastia Fernandes,1,Mau login aja ribet....,2025-08-18 16:11:52,,0,68f26989-5971-4938-b317-1ac7c88a2c4e
Lupiaa Saja,1,kalau g niat bikin aplikasi jngn buat aplikasi,2025-08-18 15:06:15,,0,cf91a0e4-28b4-479f-80f9-6cc17c9b8a7f
Nursigit Dwi Setyo,1,Aplikasi BUTUT MAU NYA UNTUNG DOANG,2025-08-18 14:26:08,,0,33a4b6ab-d257-4d44-9c85-6f20b01c1662
Predi Darmanto,5,aplikasinya bagus banget,2025-08-18 13:38:45,,0,aa984b5b-e19e-4663-9ad8-c26014a68894
Ahmad Zulfikar,2,"Overall ok, cuma udh 2 bulan ini ditengah video sering freeze screen dan adegannya terlewat, sudah coba nonton film lain pun sama seperti itu. padahal internet 25MB/s di samsung S24. segera perbaiki",2025-08-18 13:38:12,,2,ae38a77d-7dde-4365-9fb3-a45775d2f539
joxsav,1,"pls netflix gua kenapa jirr masa riwayat tontonan ilang tinggal film"" sama movie doang dicari juga ngga ada mana belum selesai lagi nonton animenya",2025-08-18 13:18:09,,0,0c6c060b-142d-4010-a6e5-6e9c958b0848
intan hardhyta,3,aplikasi abis dibayar malah bilang pembayaran bermasalah 😂,2025-08-18 13:06:28,,0,6a7a9448-c770-4513-91de-301cd959032e
RULLY ARIAN HADI,1,yaelah😂😂,2025-08-18 12:43:18,,0,32013211-ec73-41bd-906a-51aeebe49339
Muhammad Fadhil,5,👍👍👍👍👍👍👍👍,2025-08-18 10:50:41,,0,4805b7a6-a2ea-4247-a282-d473a1cd714f
yel yelpridia,2,"sekarang ada suara² selain dari dialog, jadi mengganggu",2025-08-18 10:33:32,,0,9c57b003-fac1-4d78-8d3d-26f8065c338d
ce ec,1,apk error2 mulu. bngst,2025-08-18 09:19:16,,0,fd1bc149-f1a4-4adf-874f-77a758075582
Vivie meuthia Agustine,1,masalah terus menerus padahal jaringan baik paket data ada,2025-08-18 07:28:07,,0,1633af7b-12fe-4a00-a3af-29395218ec9b
Ahmad Sauqi,5,"saya kasih 5 bukan karna aplikasi nya tetapi sebab pelayanan servis nya yang memukau satset langsung kelar masalah nya ,puas deh ,makasih yah",2025-08-18 07:07:36,,0,a7cc8642-7e0d-47d7-aaa0-8dc70344bf83
santy merlina (santy tan),3,buffring pas mau nonton. padahal jaringan gw lancar.. tolong lah perbaiki..,2025-08-18 06:47:35,,0,5b28ef12-143d-4f7f-9b58-f7504adb87f4
EZra Hutagalung,3,"tagihan sudah saya bayar, sudah update, tapi dr kemarin kenapa film apa aja gk bisa diputar? suka bintang satu kah aplikasi ini?",2025-08-18 06:34:40,,0,54847fa6-2290-46d3-bf02-cee29409b748
Dhafina Amilda,4,"pengalaman nya sih bagus bgt, tapi ini kok waktu mau ngebagiin ke ig ga kaya dulu lagi sih🥺",2025-08-18 05:22:27,,1,a60fe478-6bd3-450e-aa45-1df75f49c303
Weli Yanti,1,"aplikasi Netflix tidak bagus,pdhal udh hapus apl nya tp masih aja ada notifikasi untuk bertransaksi,trs tb"" uang diapl dana udh dikirim ke Netflix,pdhal udh ngk berlangganan 😤😤trs aplnya jg udh dicopot,kok masih bisa ya keambil,dasar nonton aja ngk pernah,tp disruh bertransaksi huuu😏😏😏",2025-08-18 04:55:28,,0,4403eb4d-bf72-42d1-a3cc-a09224d481d2
Syafa KASIM,1,Saat saya mau login ke aplikasi dan masuk itu gak bisa sudah di masukkan email dan nomor telepon masih tidak bisa kirim kode juga tidak bisa jadi saya kesal,2025-08-18 03:30:19,,0,db83645a-0c01-488a-b9cf-5e70473ed19b
Jhordan Gleano,5,mantap,2025-08-18 02:22:39,,0,b22a0d87-1952-461f-bef0-3f5e81816b4f
Mami Uti,5,bagus saya suka nonton di netflix,2025-08-18 02:21:13,,0,ca63efb8-801e-41f2-bdd0-6965f390f1d1
Ahdani Komara,2,Ribet syarat masukny gagal terus lagih aneh,2025-08-18 01:39:06,,0,647ed26d-cc0c-44a0-8861-b69af5937a98
Onnauli saragih,1,gak jelas netflix nie aku bayar tanggal 25 nie baru tanggal 18 udh di suruh bayar memang biadap x lah seharus nya kan tanggal 25 juga lah bukan tnggal 18 babi,2025-08-18 00:34:12,,0,7ef90502-c303-4be7-80ca-c226b797c6bb
Kharel,5,good,2025-08-17 21:15:55,,0,e87b95e2-b50f-4a2a-b740-53e968b00bd9
Dewidewi14 Dewi dewi,2,sebel bget..ktny suruh di upgrade k versi baru..stlh coba u di up grade h bisa2.. pdahal hp dan memori sangat2 mendukung u pk aplikasi ini.. spertinya harus hijrah k aplikasi la innya,2025-08-17 18:20:11,,0,d2a650fb-d23d-497f-9bb5-649fddbb6398
Andre Agassi,1,makin jelek sudah tidak bisa akses di beberapa perangkat tidak seperti dulu lagi sudah terputar di perangkat lain.,2025-08-17 17:04:52,,0,f6fd394d-2c49-4922-af9b-dc4c42fc13b7
Farill22 Faril22,1,sedikit pengalaman gua ya dari awal download ini apl aman² aja tapi sehabis transaksi gua sukses terkirim ni apl malah eror² ga nentu ni bener dah apa gua kena tipu?? tolong hubungin gua pihak nya eh please apl ga bisa di pake uang dah ke kirim ini gmna dong,2025-08-17 16:35:31,,0,be9ce316-9f27-4053-81c0-d421d3f1f3e1
Reagan anthoni Behtiar,1,apknya sih bagus buat nonton film tapi masalahnya gimana cara login,2025-08-17 15:04:44,,0,1c85d0c8-0e44-410d-ba1a-10f2a6479c17
Nora gamisan,5,sangat bagus buat nonton film yang sangat banyak dan menghibur dan bagus barang itu bro,2025-08-17 14:55:27,,2,833cb8d5-0596-4bae-ad55-0e3ef73cb987
rvlina,1,"bad bangettt, gabisa masuk kalo ga premium bener² harus beli dulu baru bisa di buka apk nya, makin ribet bad bangett beda banget sama yg dulu, skrg malah lebih jelek pliss",2025-08-17 13:37:00,,3,43fd1514-bb03-4f02-905f-cdafd201abe1
Bejoy Me (Joy),5,hai netflix. masukan aja nih. buat ONE PIECE tolong dilengkapin lagi dong. episode 750 keatas nggak ada. langsung ke episode ribuan. Pleaseeee,2025-08-17 12:47:07,,0,66eacbcd-ba61-4fad-8a4b-559ffb1cbe59
Mhmd Zaky,1,"rusak bgt diih kocak, masa orng nonton tiba² jdi kaya kaset kusut, kocak kocak sia² banget berlangganan. berlangganan terakhir yaa bos next GAAKAN PERNAH LAGI",2025-08-17 12:30:32,,0,f7f9cfac-5cf2-4e7e-8017-96a08b2a15eb
Ronny Saeba,4,lagi ga bisa buka netflix hari ini knapa??? kesekiam kali netflix tidak bisa di akses,2025-08-17 12:30:21,,4,46298a00-3811-4a44-bb34-f4dda98d15e1
Diandra Ashita,3,tolong d perbaiki ya ini kalo login incor malu,2025-08-17 11:22:41,,0,2ddc3998-cad8-4bce-b8e5-ac8d0fe57007
sari rahma,1,kenapa akun saya jadi tidak dapat terhubung dengsn netflix? padahal selalu bayar tepat waktu,2025-08-17 10:47:41,,0,b4ec76d1-aacc-4078-ad95-6b849563a6ce
Pengguna Google,5,i like,2025-08-17 10:31:00,,0,0b94dfde-26f9-4256-b9d0-e71c18afc708
Dwi Agung Wibawa,1,gabisa login padahal sudah bayar paket basic 65 rb,2025-08-17 10:13:47,,0,d6838625-be57-4d7a-a099-7be9192448da
Peni Oktavilia,1,udh mahal susah lg,2025-08-17 09:55:55,,0,ee15e825-6495-4722-8357-7c37fae48a31
Rapani Pani,1,"kenapa sih,, beberapa hari ini g bs mauk login,,netflix tidak dapat terhubung terus,,,,buata apa langganan,, g bs nonton,,parahh bener sih ini",2025-08-17 09:08:33,,4,465aeeb9-f522-4d77-b4d5-c74d9ce7e64b
Rina Rince,1,"moso mau nonton tdk terhubung terus, ini ngerjain biar kita bayar tapi gak bisa nonton yah??????",2025-08-17 08:55:01,,0,9a63c6c8-1852-49ae-ac24-b4b512fa0f79
Justisica Stannyawati,2,udah 5 tahun pake gak pernah bermasalah knp skr sering eror gak jelas,2025-08-17 08:48:53,,0,0be785b1-86e5-4c5a-b987-f19775400576
Muhamad Hasan Fahmi,2,"apaan sih, kgk bisa dibuka di applikasi hp & browser Laptop. bayar mahal"" kgk bsa dipke. kocak kocak",2025-08-17 08:23:30,,0,40f099fb-3994-4427-abca-4275d100ad1a
Sandi Sanusi,1,susah daftarnya,2025-08-17 08:06:50,,0,b2ccf31b-fb8e-43f5-aaf5-fdf37d4c91b1
Nur Inayah Kahar,5,good,2025-08-17 07:53:23,,0,502615d7-a5f9-440f-a941-ae14b7d8f331
ZVONIMIR BOBAN,1,sinyal hanya bagus pada jaringan wifi namun tidak dapat ke neflik saat menggunakan paket data. saya kasih bintang 1 karena tidak menemukan solusi dan harus tetep menggunakan sinyal Wifi.,2025-08-17 07:43:18,,0,d9a13269-21e8-4d27-938f-98fc9c8bcbb9
Aul Rachman,1,"aplikasi tidak bisa masuk, eror. keluar notifikasi coba lagi. dan sudah berlangsung satu minggu. sudah di lakukan reset, sudah dilakukan uninstall dan install. tetep tidak bisa.",2025-08-17 07:12:28,,0,89cefbfb-7707-414e-9eda-ba97517704c5
Boge Cinetx,3,pada tampilan lanscape saya tidak mendapatkan full screen masi ada layar hitam di sisi kiri dan kanan pada ponsel saya,2025-08-17 06:54:29,,0,76f4d6d6-837d-47bd-8ec8-43bca3be3cbe
Andrian Rachman,3,sedang ada masalahkah? aku tidak bisa masuk ke netflix padahal mumpung libur mau nonton,2025-08-17 06:41:51,,0,790fe8e1-6d51-4c79-8798-438eca72fad3
Alwin Hasan,1,"aplikasi KONTL, tiba2 logout pas mau login, aplikasi error",2025-08-17 06:23:16,,0,168f7067-e2ad-42d3-8fc5-b42a9553022c
Radeva Shaka,1,masalah mulu,2025-08-17 06:20:40,,0,a7fb68b1-58d9-4088-9ac2-b8ac14b94719
Rafli Maulana,5,ini kenapa yah netflik saya eror. katanya pake VPN padahal saya ga pernah pake VFN?,2025-08-17 05:46:19,,0,f43937fa-19d7-4e2a-b8e4-b51a467bf418
Muhammad Najib Firdaus,1,"ini Netflix sekarang kenapa dah keluar notif ""tidak dapat terhubung ke Netflix"" terus setelah update, bisa dipake kalo habis restart hp dan itu juga setelah nonton beberapa film balik lagi ke notif sebelumnya",2025-08-17 05:19:53,,5,6ad8fc53-264b-44ec-89d2-4750cd187033
Ebila Bramista,1,udh berlangganan tapi film tidak bisa diputar dengan alasan vpn pdhl saya tidak pernah pakai vpn,2025-08-17 04:13:55,,0,424ac9cf-3d3f-4be7-9009-93ff15603348
embul topeng,5,ini knp neflixnya error terjadi kesalahan tolong donk servernya di perbaikin saya uda update langganan kl ga di tonton rugi,2025-08-17 04:01:24,,0,2df365e3-ee6e-46d0-ac9d-ecb92da3fa78
Ayti Benazir,1,"Netflix sering error sering gak bsa masuk, SAMPAH !!",2025-08-17 03:32:46,,0,83c23274-987f-4505-be70-e18c0b1ad8cc
Lifia eriska Triana,2,tolong ya buat pihak netflix saya sdh tdk berlangganan lg tb2 saldo shoppey saya berkurang tolong di kembalikan uang saya 54rb !!!!!!,2025-08-17 03:08:08,,0,5729a3dd-63da-4ea4-b7d6-62e9160fdc52
Muhamat Atta,1,Netflix jelek,2025-08-17 02:23:28,,0,34fcb73c-0406-4d8b-b65f-b39f4a4e6eb6
Manda,2,"terlalu banyak drakornya padahal ga semua orang pengen nonton drakor,jadi susah nyari2 drama2 negara lain karena home selalu ketutupan sama judul drakor yang berderet2. bikin eneg",2025-08-17 01:45:53,,0,dd9eb8d5-8151-4c47-9de5-3619c94897a0
Bama Betung,1,"Apk penipu, kita udah stop langganan masih aja kena potong.!!!!",2025-08-17 01:20:19,,0,38392b73-b713-489e-a7b4-be9d512bc451
Praduta Firman,4,"Please deh sebelumnya udah bagus, ini setelah update malah banyak film atau series yang hilang gak bisa di searching aneh banget.",2025-08-16 22:47:34,,0,ce1b5404-b12c-4abb-af85-e23832199087
Nasa Rullah,1,tidak bisa masuk appk lol,2025-08-16 21:55:34,,0,ce89c4ff-bec1-40b5-a193-ea39a508be45
Diki Pratama,1,aplikasi gento,2025-08-16 19:22:26,,0,0ee926c3-af26-4938-a04e-d682cfdc35c7
Desi Fitriani,5,top,2025-08-16 18:45:18,,0,4ec377b0-2391-4bc8-8a7c-213a312338ad
Yusuf Tzabitul Prasetyo,1,ko punya saya keterangannya tidak terhubung terus ya,2025-08-16 17:12:51,,0,bd1ca966-f09c-4596-9c27-a0530f9dc22e
Fajar Alfajri,1,"susah masuk dan error terus, padahal pakai gawai yang lain dengan akun yang sama, oke2 aja",2025-08-16 16:44:14,,0,777ada4a-6738-4eb1-9986-fcb3d29e4938
Muhammad Iqbaal,1,jelek,2025-08-16 16:31:03,,0,fcdd7040-0a29-414a-acbc-b9aa3f20a397
Meysa Alfiani,1,sumpah udh berlangganan tapi eror mulu gajelassss bikin kesel.,2025-08-16 16:07:13,,0,965b9841-cca4-4019-af4a-5dc049fa4ce2
Dewi Setianingrum,1,"baru banget abis diupdate eh gabisa masuk, udh restart hp jga masih gabisa, di reinstall mo login ulang netflix gak terjangkau halah pen nonton aja ribet amat",2025-08-16 16:06:16,,0,6b0129d9-9d41-458b-bf5a-4ce30930d0aa
Nabila Eka Dwi Putri,3,"disuruh update udah update tp pas masuk tbtb keluar lg, padahal baru perpanjang keanggotaan",2025-08-16 14:59:21,,0,1a84bc34-a0b7-43d4-8e93-12c5ee5cd657
Shautul Azkiya,3,wahai pemilik aplikasi Netflix saya komen di sini bukan ingin mengkritik tapi ingin meminta tolong hadirkan kembali kartun Shimmer and shine dari season 1-4 saya sangat memohon pada anda. (semoga anda membacanya),2025-08-16 14:55:27,,0,867aa433-035f-4e90-9b11-408de7b3ac7c
Zulfakri Akbar,2,"apk ngga jelas, cari di pencarian Netflix malah ngga ketemu film yg kita cari",2025-08-16 14:52:38,,0,d0890b62-8107-4dde-8610-93b05b4bc7af
Kim Makeup,2,"parah aku gak bisa buka Netflix padahal sudah bayar perpanjangan loh merasa dirugikan sangat, udah ikutin aturan untuk hapus data sekarang malah eror gak bisa masuk, mencuri uang dong itu namanya",2025-08-16 14:35:00,,0,1dd55476-83b5-4a2f-9d88-f269094d1d3f
Febriansyah,3,"Saya pindah akun dari hp Samsung ke hp Poco kenapa history tontonannya berbeda ya? pilihan film nya pun berbeda,, saya jadi tidak bisa melanjutkan tontonan saya yg sebelumnya di hp samsung",2025-08-16 14:34:05,,0,8298773a-926a-4eb9-9c1d-5d53e3bc2c4e
Meliana Zenar,1,udah Dr kamis tgl 14 Agustus 2025. net flix gk bisa terbuka... Kata nya Tidak Terhubung??? Sy udah Byr Setiap tgl 1 or 2 Sebelum Jatuh Tempo tgl 4. Emai n pass masih sama... Hp Terbaru Memori Byk... Internet Byk... Hello NETFLIX KENAPA KM??? BIKIN KECEWA...,2025-08-16 14:26:16,,0,79ba0ae5-008b-4f71-9576-d4b03c52897f
Ganteng2 Serigala,1,aplikasi gak jelas kek apa ini tolong lah baikin ini EMAIL KU DH BAEK UDAH GONTA GANTI TTP GAK BISA MASUK KARNA GA VALID ASLI APLIKASI GA JELAS TUTUP AJA SDH,2025-08-16 13:57:06,,0,d84a395a-b13c-45b5-8f69-01d3f9f3c104
Alfian H,1,Ini kenapa tidak bisa log in ? tiba² log out dan ga bisa mana baru payment langganan,2025-08-16 13:46:54,,0,7a0d4e55-516e-4965-869e-cc815198af0c
Ali Maksum,2,"keluar sendiri, malah akunku ga bisa login",2025-08-16 13:13:36,,0,7564a7bb-c8d3-4942-9a7e-c562c66c1079
leads bni,1,"gajelas ini netflix ,, duit udh kepotong tapi ga bisa login , mau ngadu ke help center jawabanya bot semua ,, cacat bgt",2025-08-16 12:46:37,,0,b14db5e0-93da-49c8-94ee-27ee7422b8ae
bahrul adhim,5,ini juga seru tapi aku tak tahu ini cara ya apa,2025-08-16 12:28:06,,0,a6fee348-4efa-4760-94eb-4f5d2307ff97
Dian Pertiwi,1,"padahal koneksi jaringan aman² saja tetapi kenapa tidak dapat terhubung terus, menyedihkan",2025-08-16 12:00:06,,0,4be01870-f386-4e74-abbf-6081b297ca4d
Rizky Wibowo,5,"coba dong kan udah ada Sinchan the movie, di tambahkan juga yang series nya pasti lucu",2025-08-16 11:52:18,,0,ca315aff-4e9e-4be3-a2e7-3ddfe43eb5d1
Wido Pratama,2,"kenapa tidak bisa diakses sudah 2 hari, muncul tulisan kami tidak dapat menjangkau netflix(-2)",2025-08-16 11:33:39,,742,e23d4949-8641-4b48-8ba8-fbdb8459e11f
Suli Yanto,3,kacau,2025-08-16 11:30:50,,0,c8052e44-a751-4d64-a77f-22e22972d99c
azka zero to elitist,1,hdh banyak episode yg kurang contoh nya aj one piece lagi nonton ampe episode 745 terus tiba tiba langsung lompat arc👎👅,2025-08-16 11:15:01,,0,dab77c7d-ab6e-4c81-a5bf-85809eb461b5
Dwina Asmizar,1,susah bgt loginnya ah,2025-08-16 10:58:24,,0,456bd34e-6650-484b-a2b0-f43e329f1342
Sinby Teddy,1,abis di update Netflix sy ga bisa kenapa ya?????,2025-08-16 09:20:31,,0,e14f6d4a-aca8-4907-97b7-42331514c0d8
Pengguna Google,4,seruu,2025-08-16 09:06:04,,0,f44ab31a-6836-452a-9430-b3c8aeffcc7b
Sahuruddin 79,1,"ini kenapa selalu muncul "" tidak dapat terhubung dengan neflix "" why ? padahal langganan nya aktif",2025-08-16 08:43:13,,0,6e218cd7-b5c4-4533-a088-1c1d995ba57c
Hardlott,1,"napa ngga bisa nonton di tulisan nya gw di kira pake VPN padahal ngga, sinyal lancar-lancar aja, pas gw coba hapus download trus Log in eh ngga bisa 🥲 baru 2hari langganan hadueh",2025-08-16 08:42:32,,0,46e4c4ae-c951-4d4d-a4c3-f9223ec96626
dee clara,1,"udh 2hari tidak bisa digunakan, tulisan error. tolonglah paket berjalan tauk",2025-08-16 08:22:14,,0,6609417f-9feb-4aac-974a-ada53265a35d
Muhammad Haykal,1,"saya sudah bayar 54 RB tapi tidak bisa masuk, sampah hapus aja dari plystore penipuan ini",2025-08-16 07:34:36,,0,9e13df4b-f47a-48e3-add6-e236b6f9fc61
Pipit Permatasari,1,"kenapa film, anime, drakor banyak yg hilang ya? bahkan yang masih on going, continue watching juga pada ilang, mau login gagal terus, tolong dong infokan ini error kenapa 😭",2025-08-16 07:25:42,,6,9abc3be0-81c1-4f7e-96fc-3ecc93bcbf74
Bach'din Mochamad,1,knp ga bisa terhubung ke netflix di hp saya?,2025-08-16 07:12:12,,0,2be50d72-52e8-4725-bf14-686616813def
Hasan Ardiansyah,5,sangat dapat menghibur hari-hari keluarga,2025-08-16 06:33:04,,0,fa92ac7b-a468-4834-8364-2f13862e52c9
Sakura Haruno,1,Netflix nya eror gak bisa masuk ke akun terus film nya kadang suka hilang,2025-08-16 06:30:51,,0,593fda3f-aebc-407f-8d71-c0b5376832bc
Hana Syailendra,1,"masaa ga bisa terhubung,,,padahal udah diperpanjang 😒",2025-08-16 06:00:05,,0,afe272ca-ce1a-4d06-9270-877c784fbe02
kayyisah hasna mazaya,1,tidak bisa masuk atau daftar,2025-08-16 05:48:29,,0,17665400-580e-402d-af32-ad44043b34fd
Rian Andika,1,kesalahan mulu udah di bayar juga tetap salah,2025-08-16 05:34:28,,0,a1038fac-f90e-4fcf-a2cc-2c814fb38515
indra kurniawan,1,Film sedang ditonton tau-tau pada hilang. Payah Error mulu,2025-08-16 04:06:51,,0,28be9dd5-bb7e-43ad-bbf9-080c4b5dadae
Anindya Putri,2,"banyak flm yg ilang di akun saya,pdhal baru tgl 6 kemarin di bayar,flm2 baru ilang semua,di aplikasi tmn ada,aneh bgt sih pdhal udh lama pke netflix baru ini ngeseliin di bikin fak mood bgt sma netflix..",2025-08-16 03:27:46,,0,53f12471-3890-4399-9e06-def07c777d21
Aida Muhlisa,1,beberapakali download tapi dari televisi tidak bisa di buka hanya 2 hr kemuadian ada tulisan eror -121 payah,2025-08-16 03:04:29,,0,fb7af8bb-910d-49fa-a5a7-cb8df51b8557
SIHOMBING,1,"Daftar paket ful HD via browser hari ini, pas install apk nya gk bisa login. Menghubungi pusat bantuan gk ada solusi, menghubungi nomor call center nya gk ada bahasa indonesia! Udah bayar tapi gk bisa nonton, dan pelayanan customer care nya gk jelas gk ada yg bisa tanggap!!",2025-08-16 02:17:07,,2,75f6dd9f-6f2d-4131-99e8-8a631a453f7e
Yessica Sutoptita,4,tidak ada bad guys dua demon slayer infynity castle belum ada,2025-08-16 01:39:40,,0,09254e29-26b1-4aa4-ac92-d28f0bd9e753
Ditya Rizky Nurcahyanto,1,banyak masalah nya akun ga bisa masuk terus harus nunggu lagi nanti mending hapus aja ni artiker pusat bantuan juga kaya ga menyelesaikan masalah,2025-08-16 00:23:33,,0,118a4e51-b6cc-4cba-93c6-34b0bec35e46
Hendri Blink,3,Pembaruan malah jd tidak bisa login,2025-08-16 00:05:07,,0,be292ddc-aca8-4806-97b0-0b19c1186cf9
